"Time (EpMin)","x (km)","y (km)","z (km)","vx (km/min)","vy (km/min)","vz (km/min)"
0.00000,14642.961869,-3975.077268,-15272.105697,-47.671666,230.654203,-105.743288
1.00000,14594.238358,-3744.142743,-15376.748222,-49.774187,231.209312,-103.539252
2.00000,14543.415881,-3512.669729,-15479.179238,-51.869549,231.731167,-101.320325
3.00000,14490.501748,-3280.691517,-15579.384014,-53.957450,232.219695,-99.086826
4.00000,14435.503567,-3048.241472,-15677.348140,-56.037592,232.674824,-96.839076
5.00000,14378.429250,-2815.353023,-15773.057524,-58.109674,233.096490,-94.577398
6.00000,14319.287005,-2582.059666,-15866.498402,-60.173399,233.484632,-92.302119
7.00000,14258.085337,-2348.394953,-15957.657336,-62.228469,233.839193,-90.013564
8.00000,14194.833049,-2114.392491,-16046.521215,-64.274590,234.160123,-87.712063
9.00000,14129.539238,-1880.085933,-16133.077258,-66.311467,234.447376,-85.397948
10.00000,14062.213295,-1645.508978,-16217.313016,-68.338806,234.700911,-83.071550
11.00000,13992.864902,-1410.695363,-16299.216375,-70.356317,234.920690,-80.733205
12.00000,13921.504033,-1175.678860,-16378.775555,-72.363710,235.106683,-78.383248
13.00000,13848.140952,-940.493269,-16455.979114,-74.360694,235.258862,-76.022019
14.00000,13772.786209,-705.172415,-16530.815948,-76.346985,235.377206,-73.649856
15.00000,13695.450643,-469.750142,-16603.275294,-78.322294,235.461697,-71.267100
16.00000,13616.145375,-234.260309,-16673.346731,-80.286340,235.512325,-68.874095
17.00000,13534.881813,1.263217,-16741.020182,-82.238838,235.529080,-66.471184
18.00000,13451.671642,236.786560,-16806.285912,-84.179509,235.511961,-64.058713
19.00000,13366.526831,472.275848,-16869.134537,-86.108073,235.460971,-61.637029
20.00000,13279.459624,707.697213,-16929.557015,-88.024252,235.376116,-59.206480
21.00000,13190.482546,943.016796,-16987.544659,-89.927772,235.257409,-56.767417
22.00000,13099.608391,1178.200753,-17043.089127,-91.818359,235.104867,-54.320188
23.00000,13006.850230,1413.215259,-17096.182431,-93.695740,234.918512,-51.865148
24.00000,12912.221404,1648.026514,-17146.816936,-95.559645,234.698370,-49.402648
25.00000,12815.735521,1882.600747,-17194.985358,-97.409807,234.444474,-46.933043
26.00000,12717.406460,2116.904222,-17240.680771,-99.245959,234.156859,-44.456688
27.00000,12617.248361,2350.903240,-17283.896602,-101.067838,233.835568,-41.973939
28.00000,12515.275629,2584.564148,-17324.626636,-102.875181,233.480646,-39.485153
29.00000,12411.502932,2817.853340,-17362.865015,-104.667728,233.092145,-36.990688
30.00000,12305.945192,3050.737263,-17398.606240,-106.445221,232.670120,-34.490904
31.00000,12198.617592,3283.182425,-17431.845169,-108.207406,232.214632,-31.986159
32.00000,12089.535568,3515.155394,-17462.577024,-109.954028,231.725746,-29.476813
33.00000,11978.714807,3746.622808,-17490.797383,-111.684836,231.203534,-26.963229
34.00000,11866.171249,3977.551377,-17516.502188,-113.399582,230.648069,-24.445766
35.00000,11751.921080,4207.907889,-17539.687743,-115.098018,230.059432,-21.924787
36.00000,11635.980731,4437.659212,-17560.350712,-116.779901,229.437708,-19.400656
37.00000,11518.366878,4666.772304,-17578.488124,-118.444988,228.782985,-16.873734
38.00000,11399.096434,4895.214214,-17594.097370,-120.093040,228.095359,-14.344385
39.00000,11278.186555,5122.952087,-17607.176206,-121.723820,227.374927,-11.812973
40.00000,11155.654629,5349.953168,-17617.722750,-123.337094,226.621794,-9.279862
41.00000,11031.518280,5576.184811,-17625.735485,-124.932629,225.836068,-6.745417
42.00000,10905.795360,5801.614478,-17631.213260,-126.510197,225.017862,-4.210001
43.00000,10778.503951,6026.209748,-17634.155286,-128.069569,224.167294,-1.673980
44.00000,10649.662362,6249.938319,-17634.561140,-129.610522,223.284485,0.862282
45.00000,10519.289121,6472.768014,-17632.430764,-131.132834,222.369563,3.398420
46.00000,10387.402979,6694.666785,-17627.764463,-132.636287,221.422660,5.934069
47.00000,10254.022905,6915.602719,-17620.562911,-134.120664,220.443912,8.468864
48.00000,10119.168082,7135.544040,-17610.827141,-135.585751,219.433458,11.002442
49.00000,9982.857903,7354.459116,-17598.558554,-137.031338,218.391446,13.534437
50.00000,9845.111975,7572.316462,-17583.758916,-138.457217,217.318024,16.064486
51.00000,9705.950107,7789.084746,-17566.430353,-139.863183,216.213347,18.592224
52.00000,9565.392314,8004.732791,-17546.575359,-141.249034,215.077574,21.117288
53.00000,9423.458811,8219.229583,-17524.196789,-142.614570,213.910868,23.639315
54.00000,9280.170012,8432.544273,-17499.297861,-143.959594,212.713398,26.157943
55.00000,9135.546524,8644.646180,-17471.882157,-145.283915,211.485334,28.672808
56.00000,8989.609148,8855.504802,-17441.953620,-146.587340,210.226854,31.183549
57.00000,8842.378871,9065.089810,-17409.516553,-147.869683,208.938139,33.689806
58.00000,8693.876870,9273.371064,-17374.575623,-149.130759,207.619375,36.191217
59.00000,8544.124502,9480.318606,-17337.135854,-150.370387,206.270750,38.687424
60.00000,8393.143305,9685.902675,-17297.202630,-151.588388,204.892459,41.178066
61.00000,8240.954993,9890.093701,-17254.781696,-152.784588,203.484700,43.662786
62.00000,8087.581453,10092.862319,-17209.879153,-153.958814,202.047675,46.141226
63.00000,7933.044745,10294.179365,-17162.501457,-155.110898,200.581592,48.613030
64.00000,7777.367094,10494.015887,-17112.655424,-156.240673,199.086661,51.077842
65.00000,7620.570890,10692.343143,-17060.348221,-157.347977,197.563097,53.535309
66.00000,7462.678684,10889.132609,-17005.587373,-158.432651,196.011119,55.985075
67.00000,7303.713183,11084.355983,-16948.380754,-159.494540,194.430950,58.426790
68.00000,7143.697251,11277.985187,-16888.736593,-160.533489,192.822818,60.860102
69.00000,6982.653901,11469.992374,-16826.663467,-161.549350,191.186954,63.284661
70.00000,6820.606295,11660.349929,-16762.170304,-162.541977,189.523593,65.700119
71.00000,6657.577738,11849.030474,-16695.266380,-163.511228,187.832974,68.106127
72.00000,6493.591678,12036.006873,-16625.961316,-164.456961,186.115341,70.502340
