"Time (EpMin)","x (km)","y (km)","z (km)","vx (km/min)","vy (km/min)","vz (km/min)"
3819.00000,-13228.302863,-843.621266,16963.345499,89.125197,-235.311685,57.798809
3820.00000,-13138.228544,-1078.866646,17019.923075,91.021281,-235.173434,55.354987
3821.00000,-13046.264665,-1313.956861,17074.052819,92.904273,-235.001360,52.903203
3822.00000,-12952.424452,-1548.858100,17125.726945,94.773904,-234.795488,50.443811
3823.00000,-12856.721400,-1783.536581,17174.938023,96.629905,-234.555847,47.977165
3824.00000,-12759.169275,-2017.958550,17221.678974,98.472008,-234.282472,45.503618
3825.00000,-12659.782106,-2252.090293,17265.943077,100.299948,-233.975402,43.023526
3826.00000,-12558.574188,-2485.898138,17307.723964,102.113463,-233.634682,40.537247
3827.00000,-12455.560075,-2719.348456,17347.015628,103.912292,-233.260359,38.045138
3828.00000,-12350.754584,-2952.407674,17383.812416,105.696177,-232.852489,35.547557
3829.00000,-12244.172789,-3185.042271,17418.109038,107.464860,-232.411130,33.044864
3830.00000,-12135.830017,-3417.218791,17449.900559,109.218087,-231.936345,30.537418
3831.00000,-12025.741852,-3648.903841,17479.182409,110.955606,-231.428202,28.025580
3832.00000,-11913.924125,-3880.064100,17505.950375,112.677167,-230.886775,25.509711
3833.00000,-11800.392919,-4110.666322,17530.200608,114.382523,-230.312142,22.990174
3834.00000,-11685.164562,-4340.677342,17551.929620,116.071429,-229.704384,20.467330
3835.00000,-11568.255626,-4570.064079,17571.134286,117.743640,-229.063590,17.941542
3836.00000,-11449.682926,-4798.793542,17587.811844,119.398918,-228.389852,15.413174
3837.00000,-11329.463514,-5026.832835,17601.959895,121.037024,-227.683267,12.882589
3838.00000,-11207.614681,-5254.149160,17613.576405,122.657721,-226.943936,10.350152
3839.00000,-11084.153951,-5480.709826,17622.659702,124.260778,-226.171965,7.816226
3840.00000,-10959.099081,-5706.482248,17629.208481,125.845964,-225.367466,5.281175
3841.00000,-10832.468057,-5931.433954,17633.221800,127.413050,-224.530554,2.745366
3842.00000,-10704.279089,-6155.532593,17634.699081,128.961812,-223.661350,0.209161
3843.00000,-10574.550616,-6378.745933,17633.640112,130.492026,-222.759979,-2.327074
3844.00000,-10443.301294,-6601.041871,17630.045045,132.003472,-221.826570,-4.862974
3845.00000,-10310.550000,-6822.388438,17623.914398,133.495934,-220.861257,-7.398174
3846.00000,-10176.315826,-7042.753798,17615.249051,134.969196,-219.864180,-9.932311
3847.00000,-10040.618079,-7262.106258,17604.050252,136.423046,-218.835482,-12.465019
3848.00000,-9903.476275,-7480.414270,17590.319611,137.857276,-217.775310,-14.995934
3849.00000,-9764.910137,-7697.646438,17574.059102,139.271679,-216.683818,-17.524693
3850.00000,-9624.939594,-7913.771518,17555.271065,140.666051,-215.561162,-20.050931
3851.00000,-9483.584778,-8128.758427,17533.958201,142.040193,-214.407503,-22.574286
3852.00000,-9340.866017,-8342.576245,17510.123576,143.393907,-213.223008,-25.094393
3853.00000,-9196.803838,-8555.194221,17483.770617,144.726997,-212.007847,-27.610892
3854.00000,-9051.418961,-8766.581776,17454.903115,146.039273,-210.762195,-30.123420
3855.00000,-8904.732294,-8976.708507,17423.525222,147.330544,-209.486230,-32.631615
3856.00000,-8756.764935,-9185.544193,17389.641450,148.600627,-208.180137,-35.135117
3857.00000,-8607.538164,-9393.058800,17353.256672,149.849338,-206.844103,-37.633566
3858.00000,-8457.073444,-9599.222483,17314.376122,151.076497,-205.478321,-40.126602
3859.00000,-8305.392414,-9804.005591,17273.005391,152.281928,-204.082986,-42.613868
3860.00000,-8152.516889,-10007.378671,17229.150429,153.465457,-202.658299,-45.095004
3861.00000,-7998.468857,-10209.312474,17182.817544,154.626915,-201.204467,-47.569655
3862.00000,-7843.270472,-10409.777958,17134.013399,155.766134,-199.721696,-50.037465
3863.00000,-7686.944056,-10608.746291,17082.745014,156.882951,-198.210201,-52.498077
3864.00000,-7529.512092,-10806.188858,17029.019761,157.977204,-196.670200,-54.951140
3865.00000,-7370.997221,-11002.077262,16972.845368,159.048737,-195.101912,-57.396299
3866.00000,-7211.422242,-11196.383330,16914.229914,160.097396,-193.505566,-59.833204
3867.00000,-7050.810105,-11389.079116,16853.181828,161.123029,-191.881388,-62.261503
3868.00000,-6889.183910,-11580.136908,16789.709892,162.125488,-190.229614,-64.680848
3869.00000,-6726.566901,-11769.529225,16723.823233,163.104631,-188.550481,-67.090890
3870.00000,-6562.982466,-11957.228831,16655.531328,164.060316,-186.844231,-69.491283
3871.00000,-6398.454134,-12143.208729,16584.843999,164.992405,-185.111108,-71.881682
3872.00000,-6233.005565,-12327.442172,16511.771411,165.900765,-183.351362,-74.261743
3873.00000,-6066.660556,-12509.902663,16436.324074,166.785265,-181.565246,-76.631123
3874.00000,-5899.443031,-12690.563960,16358.512839,167.645778,-179.753017,-78.989482
3875.00000,-5731.377038,-12869.400080,16278.348897,168.482179,-177.914936,-81.336480
3876.00000,-5562.486749,-13046.385303,16195.843778,169.294349,-176.051267,-83.671781
3877.00000,-5392.796456,-13221.494175,16111.009347,170.082171,-174.162278,-85.995048
3878.00000,-5222.330561,-13394.701510,16023.857805,170.845532,-172.248241,-88.305946
3879.00000,-5051.113583,-13565.982399,15934.401687,171.584321,-170.309430,-90.604145
3880.00000,-4879.170146,-13735.312206,15842.653859,172.298432,-168.346126,-92.889313
3881.00000,-4706.524979,-13902.666580,15748.627515,172.987764,-166.358609,-95.161121
3882.00000,-4533.202912,-14068.021450,15652.336179,173.652216,-164.347167,-97.419243
3883.00000,-4359.228872,-14231.353035,15553.793699,174.291693,-162.312088,-99.663354
3884.00000,-4184.627882,-14392.637845,15453.014248,174.906103,-160.253665,-101.893131
3885.00000,-4009.425052,-14551.852683,15350.012321,175.495358,-158.172194,-104.108254
3886.00000,-3833.645580,-14708.974650,15244.802731,176.059373,-156.067975,-106.308404
3887.00000,-3657.314747,-14863.981150,15137.400609,176.598066,-153.941309,-108.493265
3888.00000,-3480.457913,-15016.849889,15027.821403,177.111361,-151.792504,-110.662521
3889.00000,-3303.100515,-15167.558881,14916.080872,177.599184,-149.621867,-112.815862
3890.00000,-3125.268059,-15316.086451,14802.195086,178.061464,-147.429712,-114.952978
3891.00000,-2946.986123,-15462.411238,14686.180426,178.498135,-145.216353,-117.073561
3892.00000,-2768.280346,-15606.512196,14568.053576,178.909134,-142.982109,-119.177307
3893.00000,-2589.176431,-15748.368601,14447.831526,179.294403,-140.727301,-121.263912
3894.00000,-2409.700136,-15887.960051,14325.531567,179.653884,-138.452253,-123.333076
3895.00000,-2229.877275,-16025.266470,14201.171287,179.987528,-136.157293,-125.384503
3896.00000,-2049.733709,-16160.268110,14074.768572,180.295286,-133.842751,-127.417897
3897.00000,-1869.295347,-16292.945554,13946.341602,180.577113,-131.508959,-129.432965
3898.00000,-1688.588140,-16423.279722,13815.908847,180.832969,-129.156253,-131.429418
3899.00000,-1507.638078,-16551.251868,13683.489066,181.062818,-126.784972,-133.406969
3900.00000,-1326.471185,-16676.843587,13549.101305,181.266626,-124.395456,-135.365333
3901.00000,-1145.113517,-16800.036816,13412.764891,181.444363,-121.988049,-137.304228
3902.00000,-963.591157,-16920.813838,13274.499431,181.596006,-119.563099,-139.223376
3903.00000,-781.930211,-17039.157281,13134.324813,181.721531,-117.120952,-141.122501
3904.00000,-600.156807,-17155.050126,12992.261195,181.820920,-114.661961,-143.001329
3905.00000,-418.297088,-17268.475706,12848.329010,181.894159,-112.186479,-144.859591
3906.00000,-236.377209,-17379.417705,12702.548958,181.941239,-109.694862,-146.697019
3907.00000,-54.423333,-17487.860170,12554.942006,181.962151,-107.187468,-148.513348
3908.00000,127.538370,-17593.787503,12405.529382,181.956893,-104.664659,-150.308318
3909.00000,309.481730,-17697.184471,12254.332576,181.925466,-102.126797,-152.081671
3910.00000,491.380580,-17798.036201,12101.373332,181.867874,-99.574246,-153.833150
3911.00000,673.208759,-17896.328190,11946.673649,181.784125,-97.007375,-155.562506
3912.00000,854.940115,-17992.046301,11790.255778,181.674232,-94.426552,-157.269488
3913.00000,1036.548514,-18085.176767,11632.142213,181.538211,-91.832149,-158.953851
3914.00000,1218.007834,-18175.706196,11472.355696,181.376080,-89.224538,-160.615354
3915.00000,1399.291978,-18263.621565,11310.919206,181.187863,-86.604094,-162.253756
3916.00000,1580.374874,-18348.910232,11147.855962,180.973588,-83.971195,-163.868823
3917.00000,1761.230477,-18431.559930,10983.189416,180.733285,-81.326219,-165.460322
3918.00000,1941.832778,-18511.558772,10816.943250,180.466988,-78.669547,-167.028024
3919.00000,2122.155802,-18588.895253,10649.141375,180.174736,-76.001560,-168.571704
3920.00000,2302.173614,-18663.558250,10479.807924,179.856572,-73.322643,-170.091140
3921.00000,2481.860323,-18735.537024,10308.967250,179.512540,-70.633180,-171.586113
3922.00000,2661.190088,-18804.821224,10136.643924,179.142690,-67.933559,-173.056408
3923.00000,2840.137116,-18871.400885,9962.862730,178.747076,-65.224168,-174.501814
3924.00000,3018.675671,-18935.266432,9787.648662,178.325754,-62.505395,-175.922123
3925.00000,3196.780075,-18996.408679,9611.026919,177.878785,-59.777633,-177.317130
3926.00000,3374.424713,-19054.818833,9433.022903,177.406233,-57.041274,-178.686635
3927.00000,3551.584037,-19110.488493,9253.662214,176.908167,-54.296711,-180.030442
3928.00000,3728.232566,-19163.409653,9072.970650,176.384657,-51.544339,-181.348356
3929.00000,3904.344894,-19213.574701,8890.974197,175.835779,-48.784554,-182.640188
3930.00000,4079.895694,-19260.976422,8707.699029,175.261612,-46.017753,-183.905753
3931.00000,4254.859717,-19305.608000,8523.171507,174.662239,-43.244333,-185.144868
3932.00000,4429.211799,-19347.463015,8337.418169,174.037746,-40.464694,-186.357355
3933.00000,4602.926865,-19386.535447,8150.465731,173.388222,-37.679235,-187.543040
3934.00000,4775.979930,-19422.819678,7962.341079,172.713761,-34.888357,-188.701753
3935.00000,4948.346107,-19456.310488,7773.071272,172.014461,-32.092461,-189.833326
3936.00000,5120.000605,-19487.003061,7582.683529,171.290421,-29.291950,-190.937597
3937.00000,5290.918737,-19514.892983,7391.205232,170.541745,-26.487225,-192.014406
3938.00000,5461.075920,-19539.976242,7198.663921,169.768542,-23.678692,-193.063601
3939.00000,5630.447683,-19562.249232,7005.087287,168.970923,-20.866753,-194.085028
3940.00000,5799.009666,-19581.708748,6810.503170,168.149002,-18.051813,-195.078542
3941.00000,5966.737626,-19598.351991,6614.939556,167.302898,-15.234276,-196.043999
3942.00000,6133.607440,-19612.176570,6418.424571,166.432732,-12.414549,-196.981261
3943.00000,6299.595110,-19623.180494,6220.986478,165.538629,-9.593036,-197.890193
3944.00000,6464.676762,-19631.362181,6022.653673,164.620718,-6.770143,-198.770663
3945.00000,6628.828654,-19636.720456,5823.454680,163.679131,-3.946277,-199.622547
3946.00000,6792.027178,-19639.254546,5623.418149,162.714004,-1.121843,-200.445720
3947.00000,6954.248861,-19638.964088,5422.572849,161.725475,1.702752,-201.240065
3948.00000,7115.470374,-19635.849124,5220.947667,160.713686,4.527102,-202.005467
3949.00000,7275.668528,-19629.910101,5018.571599,159.678783,7.350802,-202.741817
3950.00000,7434.820285,-19621.147873,4815.473753,158.620915,10.173444,-203.449008
3951.00000,7592.902754,-19609.563702,4611.683338,157.540234,12.994622,-204.126938
3952.00000,7749.893200,-19595.159252,4407.229663,156.436895,15.813932,-204.775511
3953.00000,7905.769044,-19577.936595,4202.142133,155.311057,18.630968,-205.394632
3954.00000,8060.507867,-19557.898209,3996.450245,154.162882,21.445324,-205.984214
3955.00000,8214.087416,-19535.046976,3790.183581,152.992535,24.256596,-206.544170
3956.00000,8366.485602,-19509.386181,3583.371807,151.800184,27.064379,-207.074421
3957.00000,8517.680508,-19480.919516,3376.044667,150.586002,29.868269,-207.574890
3958.00000,8667.650386,-19449.651074,3168.231979,149.350161,32.667864,-208.045505
3959.00000,8816.373670,-19415.585353,2959.963630,148.092841,35.462761,-208.486199
3960.00000,8963.828969,-19378.727253,2751.269575,146.814222,38.252557,-208.896908
3961.00000,9109.995076,-19339.082073,2542.179829,145.514488,41.036852,-209.277573
3962.00000,9254.850970,-19296.655516,2332.724461,144.193826,43.815245,-209.628140
3963.00000,9398.375816,-19251.453684,2122.933598,142.852426,46.587336,-209.948558
3964.00000,9540.548973,-19203.483078,1912.837411,141.490480,49.352727,-210.238780
3965.00000,9681.349994,-19152.750597,1702.466117,140.108185,52.111020,-210.498766
