"Time (EpMin)","x (km)","y (km)","z (km)","vx (km/min)","vy (km/min)","vz (km/min)"
0.00000,13164.944636,16410.580379,4564.194162,-90.464521,129.388204,-204.280335
1.00000,13073.535582,16538.785384,4359.590508,-92.351396,127.018733,-204.922067
2.00000,12980.246272,16664.611755,4154.359852,-94.224989,124.630993,-205.534326
3.00000,12885.090122,16788.041395,3948.531709,-96.085030,122.225329,-206.117026
4.00000,12788.080819,16909.056553,3742.135682,-97.931252,119.802086,-206.670081
5.00000,12689.232313,17027.639824,3535.201455,-99.763389,117.361613,-207.193412
6.00000,12588.558823,17143.774153,3327.758790,-101.581179,114.904261,-207.686945
7.00000,12486.074826,17257.442837,3119.837521,-103.384359,112.430383,-208.150608
8.00000,12381.795062,17368.629529,2911.467553,-105.172669,109.940336,-208.584334
9.00000,12275.734529,17477.318238,2702.678853,-106.945854,107.434476,-208.988062
10.00000,12167.908481,17583.493331,2493.501449,-108.703658,104.913165,-209.361732
11.00000,12058.332425,17687.139539,2283.965426,-110.445828,102.376766,-209.705292
12.00000,11947.022121,17788.241954,2074.100919,-112.172113,99.825642,-210.018691
13.00000,11833.993577,17886.786037,1863.938112,-113.882265,97.260161,-210.301885
14.00000,11719.263050,17982.757614,1653.507231,-115.576039,94.680692,-210.554834
15.00000,11602.847040,18076.142883,1442.838539,-117.253190,92.087607,-210.777500
16.00000,11484.762290,18166.928412,1231.962336,-118.913478,89.481276,-210.969851
17.00000,11365.025784,18255.101146,1020.908951,-120.556664,86.862077,-211.131861
18.00000,11243.654742,18340.648402,809.708736,-122.182511,84.230385,-211.263505
19.00000,11120.666620,18423.557877,598.392068,-123.790785,81.586579,-211.364765
20.00000,10996.079106,18503.817648,386.989339,-125.381256,78.931038,-211.435626
21.00000,10869.910119,18581.416170,175.530952,-126.953694,76.264146,-211.476079
22.00000,10742.177805,18656.342284,-35.952680,-128.507873,73.586286,-211.486116
23.00000,10612.900533,18728.585214,-247.431142,-130.043571,70.897842,-211.465737
24.00000,10482.096898,18798.134569,-458.874017,-131.560565,68.199201,-211.414945
25.00000,10349.785711,18864.980347,-670.250897,-133.058638,65.490752,-211.333747
26.00000,10215.986001,18929.112933,-881.531380,-134.537574,62.772884,-211.222154
27.00000,10080.717013,18990.523106,-1092.685079,-135.997161,60.045988,-211.080184
28.00000,9943.998200,19049.202031,-1303.681627,-137.437188,57.310456,-210.907855
29.00000,9805.849225,19105.141270,-1514.490678,-138.857449,54.566682,-210.705193
30.00000,9666.289958,19158.332778,-1725.081912,-140.257740,51.815059,-210.472227
31.00000,9525.340470,19208.768905,-1935.425042,-141.637858,49.055985,-210.208991
32.00000,9383.021033,19256.442396,-2145.489816,-142.997606,46.289855,-209.915522
33.00000,9239.352115,19301.346395,-2355.246022,-144.336787,43.517068,-209.591863
34.00000,9094.354378,19343.474445,-2564.663494,-145.655210,40.738022,-209.238060
35.00000,8948.048678,19382.820486,-2773.712111,-146.952684,37.953117,-208.854164
36.00000,8800.456055,19419.378859,-2982.361809,-148.229024,35.162753,-208.440230
