0,126.15947,126.159,G1,11
594.8108,740.05034,145.24,G1,11
818.2311,930.48496,112.254,G1,11
1413.66522,1528.71375,115.049,G1,11
1617.64769,1739.9313,122.284,G1,11
2220.15627,2337.01397,116.858,G1,11
2397.20482,2572.38742,175.183,G1,11
3024.12258,3455.00543,430.883,G1,11
3830.51416,4281.47907,450.965,G1,11
4648.05671,5090.05654,442,G1,11
5515.9681,5738.67272,222.705,G1,11
5762.91175,5894.26227,131.351,G1,11
6369.63155,6502.03333,132.402,G1,11
6586.99325,6699.30365,112.31,G1,11
7183.12183,7295.66594,112.544,G1,11
7381.48514,7512.05016,130.565,G1,11
7988.33769,8115.65109,127.313,G1,11
8149.02447,8361.85016,212.826,G1,11
0,42.46377,42.464,G1,12
444.86284,847.17225,402.309,G1,12
1316.83761,1460.19364,143.356,G1,12
1539.42763,1651.56497,112.137,G1,12
2134.88547,2249.51003,114.625,G1,12
2338.20121,2461.35706,123.156,G1,12
2941.18638,3058.84509,117.659,G1,12
3116.69179,3295.55397,178.862,G1,12
3745.15521,4177.54347,432.388,G1,12
4551.73572,5002.82141,451.086,G1,12
5370.01697,5811.12007,441.103,G1,12
6240.33971,6455.9708,215.631,G1,12
6486.90204,6615.27719,128.375,G1,12
7091.29436,7222.40212,131.108,G1,12
7307.97102,7420.43866,112.468,G1,12
7904.26047,8016.63341,112.373,G1,12
8101.86441,8233.69776,131.833,G1,12
317.24203,763.56616,446.324,G1,13
1169.12198,1568.18475,399.063,G1,13
2038.8082,2180.36952,141.561,G1,13
2260.59273,2372.65074,112.058,G1,13
2856.09379,2970.32644,114.233,G1,13
3058.73437,3182.80556,124.071,G1,13
3662.21404,3780.77007,118.556,G1,13
3836.08211,4018.85978,182.778,G1,13
4466.19057,4899.99448,433.804,G1,13
5272.96937,5724.14699,451.178,G1,13
6092.03008,6532.17914,440.149,G1,13
6964.5978,7173.95778,209.36,G1,13
7210.20766,7336.29327,126.086,G1,13
7812.92277,7942.79474,129.872,G1,13
8028.92546,8141.58212,112.657,G1,13
8625.39086,8640,14.609,G1,13
224.56975,674.48508,449.915,G1,14
1038.9446,1484.66217,445.718,G1,14
1893.49325,2289.19711,395.704,G1,14
2760.72592,2900.57646,139.851,G1,14
2981.72777,3093.74257,112.015,G1,14
3577.29072,3691.16325,113.873,G1,14
3779.24684,3904.27808,125.031,G1,14
4383.23932,4502.80366,119.564,G1,14
4555.361,4742.3117,186.951,G1,14
5187.22914,5622.3643,435.135,G1,14
5994.21561,6445.45632,451.241,G1,14
6814.09956,7253.23392,439.134,G1,14
7688.72257,7892.3613,203.639,G1,14
7933.10119,8057.31069,124.21,G1,14
8534.5189,8640,105.481,G1,14
140.01722,563.8525,423.835,G1,15
945.73843,1395.92462,450.186,G1,15
1760.68407,2205.75218,445.068,G1,15
2617.9511,3010.20944,392.258,G1,15
3482.59434,3620.81308,138.219,G1,15
3702.8341,3814.84076,112.007,G1,15
4298.47679,4412.02077,113.544,G1,15
4499.73833,4625.77586,126.038,G1,15
5104.26247,5224.96496,120.702,G1,15
5274.50892,5465.91508,191.406,G1,15
5908.27097,6344.65837,436.387,G1,15
6715.475,7166.75038,451.275,G1,15
7536.22921,7974.28473,438.056,G1,15
8412.70105,8611.05421,198.353,G1,15
57.04879,171.98013,114.931,G1,16
238.27004,403.64716,165.377,G1,16
861.04027,1286.80492,425.765,G1,16
1666.91667,2117.34279,450.426,G1,16
2482.46248,2926.83623,444.374,G1,16
3342.46387,3731.22187,388.758,G1,16
4204.41639,4341.07809,136.662,G1,16
4423.91278,4535.94562,112.033,G1,16
5019.65248,5132.89936,113.247,G1,16
5220.20833,5347.30048,127.092,G1,16
5825.2837,5947.28071,121.997,G1,16
5993.49915,6189.67313,196.174,G1,16
6629.3163,7066.88163,437.565,G1,16
7436.74819,7888.02975,451.282,G1,16
8258.42316,8640,381.577,G1,16
0,87.18082,87.181,G1,17
176.48057,297.14384,120.663,G1,17
778.08765,893.58983,115.502,G1,17
957.98552,1126.44192,168.456,G1,17
1582.06531,2009.64298,427.578,G1,17
2388.1051,2838.74064,450.636,G1,17
3204.28236,3647.91483,443.632,G1,17
4066.99577,4452.23471,385.239,G1,17
4926.19492,5061.37048,135.176,G1,17
5144.96494,5257.0575,112.093,G1,17
5740.81826,5853.79939,112.981,G1,17
5940.65651,6068.85333,128.197,G1,17
6546.3032,6669.78847,123.485,G1,17
6712.29375,6913.58565,201.292,G1,17
7350.36534,7789.03872,438.673,G1,17
8158.03578,8609.29506,451.259,G1,17
0,19.94133,19.941,G1,18
97.00133,209.41043,112.409,G1,18
692.4325,807.93738,115.505,G1,18
897.0741,1018.52731,121.453,G1,18
1499.12343,1615.26533,116.142,G1,18
1677.63298,1849.35279,171.72,G1,18
2303.09273,2732.37423,429.281,G1,18
3109.30412,3560.1191,450.815,G1,18
3926.14626,4368.98825,442.842,G1,18
4791.50935,5022.97194,231.463,G1,18
5037.32901,5173.24816,135.919,G1,18
5647.9325,5781.68921,133.757,G1,18
5865.9914,5978.17672,112.185,G1,18
6461.97456,6574.72141,112.747,G1,18
6661.08232,6790.43597,129.354,G1,18
7267.32108,7392.54635,125.225,G1,18
7430.83466,7637.64805,206.813,G1,18
8071.41834,8511.13386,439.716,G1,18
262.40955,472.58173,210.172,G1,21
508.28278,634.70378,126.421,G1,21
1111.07944,1241.21166,130.132,G1,21
1327.3306,1440.03253,112.702,G1,21
1923.69152,2036.01558,112.324,G1,21
2120.7671,2253.83211,133.065,G1,21
2728.74134,2861.72087,132.98,G1,21
2882.61082,3108.59189,225.981,G1,21
3533.02276,3975.20597,442.183,G1,21
4341.78356,4792.51609,450.733,G1,21
5168.85271,5598.88678,430.034,G1,21
6051.30672,6225.07545,173.769,G1,21
6286.29653,6402.90712,116.611,G1,21
6883.13144,7005.13936,122.008,G1,21
7094.22621,7209.54398,115.318,G1,21
7692.50483,7804.88772,112.383,G1,21
7882.67125,8028.84089,146.17,G1,21
8496.85859,8640,143.141,G1,21
112.49078,551.58807,439.097,G1,22
986.53677,1190.946,204.409,G1,22
1231.22004,1355.72288,124.503,G1,22
1832.68308,1961.62657,128.943,G1,22
2048.26733,2161.18586,112.919,G1,22
2644.81731,2757.02953,112.212,G1,22
2841.10285,2975.55053,134.448,G1,22
3449.75697,3589.29044,139.533,G1,22
3596.32795,3833.05313,236.725,G1,22
4254.0952,4697.09879,443.004,G1,22
5063.15365,5513.72356,450.57,G1,22
5891.52565,6319.91749,428.392,G1,22
6774.28708,6944.68408,170.397,G1,22
7008.01441,7123.94315,115.929,G1,22
7604.52946,7725.72358,121.194,G1,22
7814.99611,7930.78474,115.789,G1,22
8413.57922,8526.13384,112.555,G1,22
8602.76778,8640,37.232,G1,22
13.91394,465.01459,451.101,G1,23
834.61387,1272.64116,438.027,G1,23
1710.52208,1909.61104,199.089,G1,23
1953.86035,2076.74327,122.883,G1,23
2554.2559,2682.06407,127.808,G1,23
2769.18179,2882.34845,113.167,G1,23
3365.93554,3478.06867,112.133,G1,23
3561.41288,3697.30847,135.896,G1,23
4170.77202,4557.55271,386.781,G1,23
4975.17269,5418.94612,443.773,G1,23
5784.54275,6234.92016,450.377,G1,23
6614.30079,7040.94576,426.645,G1,23
7497.14773,7664.36468,167.217,G1,23
7729.66242,7844.98222,115.32,G1,23
8325.90729,8446.32757,120.42,G1,23
8535.7463,8640,104.254,G1,23
0,364.95144,364.951,G1,24
735.18745,1186.29821,451.111,G1,24
1556.80054,1993.69046,436.89,G1,24
2434.35769,2628.50046,194.143,G1,24
2676.27986,2797.76537,121.486,G1,24
3275.79962,3402.52385,126.724,G1,24
3490.07458,3603.52071,113.446,G1,24
4087.04655,4199.13376,112.087,G1,24
4281.69621,4419.10846,137.412,G1,24
