205.98457,402.28473,196.3,1,11
781.69954,1351.89557,570.196,1,11
2742.06837,3185.49625,443.428,1,11
3475.0074,3827.86795,352.861,1,11
5225.26678,5825.09354,599.827,1,11
7225.22728,7556.51323,331.286,1,11
7853.26143,8318.08774,464.826,1,11
47.60919,376.90625,329.297,1,12
674.43868,1141.22959,466.791,1,12
2530.50039,3084.80869,554.308,1,12
3442.25937,3668.51968,226.26,1,12
4512.56987,4710.4228,197.853,1,12
5088.6725,5658.16075,569.488,1,12
7048.28096,7492.86138,444.58,1,12
7782.69921,8134.40004,351.701,1,12
0,313.91737,313.917,1,13
603.21509,956.84793,353.633,1,13
2354.15663,2953.93794,599.781,1,13
4354.1806,4684.6716,330.491,1,13
4981.73107,5447.34283,465.612,1,13
6836.6509,7391.83672,555.186,1,13
7750.31698,7975.1333,224.816,1,13
0,213.4551,213.455,1,14
570.22317,797.44348,227.22,1,14
1641.5128,1838.33123,196.818,1,14
2217.35686,2787.31793,569.961,1,14
4177.47315,4621.28505,443.812,1,14
4910.90423,5263.37838,352.474,1,14
6660.8225,7260.67079,599.848,1,14
0,82.78089,82.781,1,15
1483.13318,1812.82846,329.695,1,15
2110.20239,2576.60016,466.398,1,15
3965.88324,4520.48502,554.602,1,15
4878.27813,5104.05767,225.78,1,15
5948.09878,6146.46782,198.369,1,15
6524.33081,7093.58123,569.25,1,15
8483.68399,8640,156.316,1,15
1306.66302,1749.70704,443.044,1,16
2039.11102,2392.3578,353.247,1,16
3789.71149,4389.51592,599.804,1,16
5789.70403,6120.59265,330.889,1,16
6417.49605,6882.71501,465.219,1,16
8272.03569,8640,367.964,1,16
1095.11819,1649.13201,554.014,1,17
2006.24105,2232.98162,226.741,1,17
3077.04121,3274.37727,197.336,1,17
3653.01452,4222.73971,569.725,1,17
5612.87735,6057.07343,444.196,1,17
6346.8015,6698.88903,352.088,1,17
8096.37863,8640,543.621,1,17
918.60221,1518.3596,599.757,1,18
2918.65698,3248.75027,330.093,1,18
3545.96652,4011.97122,466.005,1,18
5401.26674,5956.16103,554.894,1,18
6314.29734,6539.59556,225.298,1,18
7383.62785,7582.51232,198.884,1,18
7959.98943,8529.00095,569.012,1,18
0,456.22184,456.222,1,21
1848.60309,2254.44861,405.846,1,21
2537.30409,2928.30117,390.997,1,21
4321.85765,4915.51314,593.655,1,21
5359.91612,5470.92004,111.004,1,21
6322.08068,6612.37431,290.294,1,21
6928.43942,7432.94417,504.505,1,21
0,256.2655,256.265,1,22
1644.74211,2165.52639,520.784,1,22
2492.3342,2764.24176,271.908,1,22
3611.84273,3752.3608,140.518,1,22
4174.24453,4762.67833,588.434,1,22
6154.97751,6561.94829,406.971,1,22
6844.86201,7234.73191,389.87,1,22
8628.3848,8640,11.615,1,22
0,57.34937,57.349,1,23
1450.84222,2044.28786,593.446,1,23
2487.55316,2600.06899,112.516,1,23
3451.00642,3740.44966,289.443,1,23
4056.98831,4562.27243,505.284,1,23
5950.75589,6472.65587,521.9,1,23
6800.27245,7070.86122,270.589,1,23
7918.28457,8060.71449,142.43,1,23
8481.12444,8640,158.876,1,23
740.88584,880.11957,139.234,1,24
1302.99289,1891.7079,588.715,1,24
3284.0617,3690.28222,406.221,1,24
3973.15626,4363.77767,390.621,1,24
5757.36615,6351.12528,593.759,1,24
6796.10073,6906.34277,110.242,1,24
7757.61769,8048.33606,290.718,1,24
8364.16556,8640,275.834,1,24
579.93174,868.52336,288.592,1,25
1185.53873,1691.60109,506.062,1,25
3080.07984,3601.2366,521.157,1,25
3928.31321,4199.78155,271.468,1,25
5047.32248,5188.47976,141.157,1,25
5609.87084,6198.16266,588.292,1,25
7590.43471,7997.78058,407.346,1,25
8280.71559,8640,359.284,1,25
413.144,818.61445,405.47,1,26
1101.45237,1492.82507,391.373,1,26
2886.34967,3479.90067,593.551,1,26
3923.73366,4035.49543,111.762,1,26
4886.5436,5176.41217,289.869,1,26
5492.71367,5997.60831,504.895,1,26
7386.09422,7908.36506,522.271,1,26
8236.25265,8506.40119,270.149,1,26
209.40456,729.81581,520.411,1,27
1056.35558,1328.70201,272.346,1,27
2176.36385,2316.24074,139.877,1,27
