"Duration (min)","From Object","To Object"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
193.811,"From Sensor Sensor27","To Sensor Sensor31"
190.456,"From Sensor Sensor27","To Sensor Sensor31"
8640.000,"From Sensor Sensor27","To Sensor Sensor32"
67.745,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.981,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
200.980,"From Sensor Sensor27","To Sensor Sensor33"
128.550,"From Sensor Sensor27","To Sensor Sensor33"
5.938,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.858,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
142.857,"From Sensor Sensor27","To Sensor Sensor34"
132.234,"From Sensor Sensor27","To Sensor Sensor34"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
134.187,"From Sensor Sensor27","To Sensor Sensor35"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.104,"From Sensor Sensor27","To Sensor Sensor36"
174.103,"From Sensor Sensor27","To Sensor Sensor36"
8640.000,"From Sensor Sensor27","To Sensor Sensor37"
37.842,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
206.666,"From Sensor Sensor27","To Sensor Sensor38"
164.138,"From Sensor Sensor27","To Sensor Sensor38"
108.880,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
174.101,"From Sensor Sensor28","To Sensor Sensor11"
60.536,"From Sensor Sensor28","To Sensor Sensor11"
56.178,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
134.187,"From Sensor Sensor28","To Sensor Sensor12"
73.323,"From Sensor Sensor28","To Sensor Sensor12"
27.769,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
142.859,"From Sensor Sensor28","To Sensor Sensor13"
110.404,"From Sensor Sensor28","To Sensor Sensor13"
24.086,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
200.984,"From Sensor Sensor28","To Sensor Sensor14"
172.212,"From Sensor Sensor28","To Sensor Sensor14"
8640.000,"From Sensor Sensor28","To Sensor Sensor15"
85.989,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
193.809,"From Sensor Sensor28","To Sensor Sensor16"
193.810,"From Sensor Sensor28","To Sensor Sensor16"
103.135,"From Sensor Sensor28","To Sensor Sensor16"
59.674,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
206.670,"From Sensor Sensor28","To Sensor Sensor17"
142.311,"From Sensor Sensor28","To Sensor Sensor17"
8640.000,"From Sensor Sensor28","To Sensor Sensor18"
8640.000,"From Sensor Sensor28","To Sensor Sensor22"
8640.000,"From Sensor Sensor28","To Sensor Sensor23"
8640.000,"From Sensor Sensor28","To Sensor Sensor25"
8640.000,"From Sensor Sensor28","To Sensor Sensor26"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
206.666,"From Sensor Sensor28","To Sensor Sensor31"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
193.811,"From Sensor Sensor28","To Sensor Sensor32"
8640.000,"From Sensor Sensor28","To Sensor Sensor33"
2.255,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.981,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
200.980,"From Sensor Sensor28","To Sensor Sensor34"
194.040,"From Sensor Sensor28","To Sensor Sensor34"
142.857,"From Sensor Sensor28","To Sensor Sensor35"
142.857,"From Sensor Sensor28","To Sensor Sensor35"
142.857,"From Sensor Sensor28","To Sensor Sensor35"
142.857,"From Sensor Sensor28","To Sensor Sensor35"
